Common_RowID,SMILES_Solvent,y_true,learner,feature_layer,seed,Solvent
1816,CS(C)=O,0.8179634599996142,XGBoost,CAT-Solv-47,42,DMSO
1817,CS(C)=O,0.8898690119100651,XGBoost,CAT-Solv-47,42,DMSO
2168,C1CCCCC1,-3.606136132532512,XGBoost,CAT-Solv-47,42,Cyclohexane
2169,C1CCCCC1,-3.3561756166126573,XGBoost,CAT-Solv-47,42,Cyclohexane
2170,C1CCCCC1,-3.143581842826553,XGBoost,CAT-Solv-47,42,Cyclohexane
2171,C1CCCCC1,-2.8930043755797743,XGBoost,CAT-Solv-47,42,Cyclohexane
2172,C1CCCCC1,-2.679314619914265,XGBoost,CAT-Solv-47,42,Cyclohexane
2173,C1CCCCC1,-2.4869895490964744,XGBoost,CAT-Solv-47,42,Cyclohexane
2174,C1CCCCC1,-2.2908092849595665,XGBoost,CAT-Solv-47,42,Cyclohexane
2175,C1CCCCC1,-2.108948369014269,XGBoost,CAT-Solv-47,42,Cyclohexane
2176,C1CCCCC1,-1.952937991735644,XGBoost,CAT-Solv-47,42,Cyclohexane
2177,C1CCCCC1,-1.798518491407148,XGBoost,CAT-Solv-47,42,Cyclohexane
2297,OCCO,-2.07740322431052,XGBoost,CAT-Solv-47,42,Ethylene glycol
2298,OCCO,-1.907526200834701,XGBoost,CAT-Solv-47,42,Ethylene glycol
2299,OCCO,-1.7233813212265028,XGBoost,CAT-Solv-47,42,Ethylene glycol
2300,OCCO,-1.536337008459889,XGBoost,CAT-Solv-47,42,Ethylene glycol
2301,OCCO,-1.3724916978264363,XGBoost,CAT-Solv-47,42,Ethylene glycol
2302,OCCO,-1.2316469359793405,XGBoost,CAT-Solv-47,42,Ethylene glycol
2303,OCCO,-1.1027762773011396,XGBoost,CAT-Solv-47,42,Ethylene glycol
2304,OCCO,-0.9848560106580444,XGBoost,CAT-Solv-47,42,Ethylene glycol
2305,OCCO,-0.8724565488945758,XGBoost,CAT-Solv-47,42,Ethylene glycol
2306,OCCO,-0.7641400929099713,XGBoost,CAT-Solv-47,42,Ethylene glycol
2903,CN1CCCC1=O,0.4123858104115932,XGBoost,CAT-Solv-47,42,NMP
2904,CN1CCCC1=O,0.4754652395131354,XGBoost,CAT-Solv-47,42,NMP
2905,CN1CCCC1=O,0.5538921231843801,XGBoost,CAT-Solv-47,42,NMP
2906,CN1CCCC1=O,0.6488136595192683,XGBoost,CAT-Solv-47,42,NMP
2907,CN1CCCC1=O,0.7517113637622925,XGBoost,CAT-Solv-47,42,NMP
2908,CN1CCCC1=O,0.8464895657485728,XGBoost,CAT-Solv-47,42,NMP
2909,CN1CCCC1=O,0.9432583891127448,XGBoost,CAT-Solv-47,42,NMP
2910,CN1CCCC1=O,1.0500868435113124,XGBoost,CAT-Solv-47,42,NMP
2911,CN1CCCC1=O,1.1646478810905712,XGBoost,CAT-Solv-47,42,NMP
2921,CS(C)=O,0.9283837224660644,XGBoost,CAT-Solv-47,42,DMSO
2922,CS(C)=O,1.0165598512050116,XGBoost,CAT-Solv-47,42,DMSO
2923,CS(C)=O,1.1121174037304122,XGBoost,CAT-Solv-47,42,DMSO
2924,CS(C)=O,1.2117184303335926,XGBoost,CAT-Solv-47,42,DMSO
2925,CS(C)=O,1.3319217635884872,XGBoost,CAT-Solv-47,42,DMSO
2926,CS(C)=O,1.4659132989015058,XGBoost,CAT-Solv-47,42,DMSO
2927,OCCO,-0.7474270011452762,XGBoost,CAT-Solv-47,42,Ethylene glycol
2928,OCCO,-0.7119732722931663,XGBoost,CAT-Solv-47,42,Ethylene glycol
2929,OCCO,-0.6116158327408263,XGBoost,CAT-Solv-47,42,Ethylene glycol
2930,OCCO,-0.5280270348486147,XGBoost,CAT-Solv-47,42,Ethylene glycol
2931,OCCO,-0.4510908255577944,XGBoost,CAT-Solv-47,42,Ethylene glycol
2932,OCCO,-0.3763989611677105,XGBoost,CAT-Solv-47,42,Ethylene glycol
2933,OCCO,-0.308811630993233,XGBoost,CAT-Solv-47,42,Ethylene glycol
2934,OCCO,-0.2418693324416556,XGBoost,CAT-Solv-47,42,Ethylene glycol
2935,OCCO,-0.1721864132442214,XGBoost,CAT-Solv-47,42,Ethylene glycol
3113,CS(C)=O,-0.4101734435070168,XGBoost,CAT-Solv-47,42,DMSO
3114,CS(C)=O,-0.3396369391412644,XGBoost,CAT-Solv-47,42,DMSO
3115,CS(C)=O,-0.2518029905715824,XGBoost,CAT-Solv-47,42,DMSO
3116,CS(C)=O,-0.1691336834124054,XGBoost,CAT-Solv-47,42,DMSO
3117,CS(C)=O,-0.0958948944757523,XGBoost,CAT-Solv-47,42,DMSO
3118,CS(C)=O,-0.0528883091139473,XGBoost,CAT-Solv-47,42,DMSO
3119,CS(C)=O,0.042399631676414,XGBoost,CAT-Solv-47,42,DMSO
3120,CS(C)=O,0.1209023559875326,XGBoost,CAT-Solv-47,42,DMSO
3250,C1CCCCC1,-4.0563663840642725,XGBoost,CAT-Solv-47,42,Cyclohexane
3251,C1CCCCC1,-3.943007702778663,XGBoost,CAT-Solv-47,42,Cyclohexane
3252,C1CCCCC1,-3.8445408233401146,XGBoost,CAT-Solv-47,42,Cyclohexane
3253,C1CCCCC1,-3.736005182318078,XGBoost,CAT-Solv-47,42,Cyclohexane
3254,C1CCCCC1,-3.6397214095740527,XGBoost,CAT-Solv-47,42,Cyclohexane
3255,C1CCCCC1,-3.5445357738033985,XGBoost,CAT-Solv-47,42,Cyclohexane
3256,C1CCCCC1,-3.453960976326816,XGBoost,CAT-Solv-47,42,Cyclohexane
3257,C1CCCCC1,-3.3649876300524917,XGBoost,CAT-Solv-47,42,Cyclohexane
3258,C1CCCCC1,-3.274698192054745,XGBoost,CAT-Solv-47,42,Cyclohexane
3339,CS(C)=O,-2.383513699245844,XGBoost,CAT-Solv-47,42,DMSO
3340,CS(C)=O,-2.300039119498576,XGBoost,CAT-Solv-47,42,DMSO
3341,CS(C)=O,-2.2234770584154884,XGBoost,CAT-Solv-47,42,DMSO
3342,CS(C)=O,-2.149000685342515,XGBoost,CAT-Solv-47,42,DMSO
3343,CS(C)=O,-2.0634387369897143,XGBoost,CAT-Solv-47,42,DMSO
3344,CS(C)=O,-1.993399420428452,XGBoost,CAT-Solv-47,42,DMSO
3345,CS(C)=O,-1.9236691558458865,XGBoost,CAT-Solv-47,42,DMSO
3534,OCCO,-2.0626542720779635,XGBoost,CAT-Solv-47,42,Ethylene glycol
3535,OCCO,-1.9262640767175585,XGBoost,CAT-Solv-47,42,Ethylene glycol
3536,OCCO,-1.781513059690038,XGBoost,CAT-Solv-47,42,Ethylene glycol
3537,OCCO,-1.657896892771562,XGBoost,CAT-Solv-47,42,Ethylene glycol
3538,OCCO,-1.526605518248129,XGBoost,CAT-Solv-47,42,Ethylene glycol
3539,OCCO,-1.397052244620363,XGBoost,CAT-Solv-47,42,Ethylene glycol
3540,OCCO,-1.284101191900124,XGBoost,CAT-Solv-47,42,Ethylene glycol
3541,OCCO,-1.1434582429779991,XGBoost,CAT-Solv-47,42,Ethylene glycol
3542,OCCO,-1.0215773316305703,XGBoost,CAT-Solv-47,42,Ethylene glycol
3588,CN1CCCC1=O,-0.6465132378450245,XGBoost,CAT-Solv-47,42,NMP
3589,CN1CCCC1=O,-0.6950705445211439,XGBoost,CAT-Solv-47,42,NMP
3590,CN1CCCC1=O,-0.5895819982175486,XGBoost,CAT-Solv-47,42,NMP
3591,CN1CCCC1=O,-0.6122032781229128,XGBoost,CAT-Solv-47,42,NMP
3592,CN1CCCC1=O,-0.5232539351213222,XGBoost,CAT-Solv-47,42,NMP
3593,CN1CCCC1=O,-0.5410250612319253,XGBoost,CAT-Solv-47,42,NMP
3594,CN1CCCC1=O,-0.4671494619685703,XGBoost,CAT-Solv-47,42,NMP
3595,CN1CCCC1=O,-0.4959844682524253,XGBoost,CAT-Solv-47,42,NMP
3596,CN1CCCC1=O,-0.3978979597171316,XGBoost,CAT-Solv-47,42,NMP
3597,CN1CCCC1=O,-0.4525776753995725,XGBoost,CAT-Solv-47,42,NMP
3718,CCCOC(C)=O,-0.9307491836387696,XGBoost,CAT-Solv-47,42,n-Pr acetate
3719,CCCOC(C)=O,-0.858280868435574,XGBoost,CAT-Solv-47,42,n-Pr acetate
3720,CCCOC(C)=O,-0.7782735010450728,XGBoost,CAT-Solv-47,42,n-Pr acetate
3721,CCCOC(C)=O,-0.7154158878094932,XGBoost,CAT-Solv-47,42,n-Pr acetate
3722,CCCOC(C)=O,-0.642110901439715,XGBoost,CAT-Solv-47,42,n-Pr acetate
3723,CCCOC(C)=O,-0.5824059953708897,XGBoost,CAT-Solv-47,42,n-Pr acetate
3724,CCCOC(C)=O,-0.508433824696574,XGBoost,CAT-Solv-47,42,n-Pr acetate
3725,CCCOC(C)=O,-0.4401711608881835,XGBoost,CAT-Solv-47,42,n-Pr acetate
3726,CCCOC(C)=O,-0.3659262917405941,XGBoost,CAT-Solv-47,42,n-Pr acetate
3727,CCCOC(C)=O,-0.2923621345281121,XGBoost,CAT-Solv-47,42,n-Pr acetate
4090,CS(C)=O,-0.5098467099561486,XGBoost,CAT-Solv-47,42,DMSO
4091,CS(C)=O,-0.3860371397103141,XGBoost,CAT-Solv-47,42,DMSO
4092,CS(C)=O,-0.3211056593373421,XGBoost,CAT-Solv-47,42,DMSO
4093,CS(C)=O,-0.2431551795106926,XGBoost,CAT-Solv-47,42,DMSO
4094,CS(C)=O,-0.1114623818275948,XGBoost,CAT-Solv-47,42,DMSO
4095,OCCO,-1.539282293433647,XGBoost,CAT-Solv-47,42,Ethylene glycol
4096,OCCO,-1.4201078662964828,XGBoost,CAT-Solv-47,42,Ethylene glycol
4097,OCCO,-1.3398643024895909,XGBoost,CAT-Solv-47,42,Ethylene glycol
4098,OCCO,-1.2780421590146114,XGBoost,CAT-Solv-47,42,Ethylene glycol
4099,OCCO,-1.0863656484703337,XGBoost,CAT-Solv-47,42,Ethylene glycol
4207,CCCOC(C)=O,-1.5759606583837704,XGBoost,CAT-Solv-47,42,n-Pr acetate
4208,CCCOC(C)=O,-1.5092706662677826,XGBoost,CAT-Solv-47,42,n-Pr acetate
4209,CCCOC(C)=O,-1.4345738008654263,XGBoost,CAT-Solv-47,42,n-Pr acetate
4210,CCCOC(C)=O,-1.366767408213818,XGBoost,CAT-Solv-47,42,n-Pr acetate
4211,CCCOC(C)=O,-1.3169208806693526,XGBoost,CAT-Solv-47,42,n-Pr acetate
4212,CCCOC(C)=O,-1.2585415944418816,XGBoost,CAT-Solv-47,42,n-Pr acetate
4213,CCCOC(C)=O,-1.190328576491502,XGBoost,CAT-Solv-47,42,n-Pr acetate
4214,CCCOC(C)=O,-1.1102649145630292,XGBoost,CAT-Solv-47,42,n-Pr acetate
4215,CCCOC(C)=O,-1.0360480541223216,XGBoost,CAT-Solv-47,42,n-Pr acetate
4350,CCCOC(C)=O,-2.115015097546172,XGBoost,CAT-Solv-47,42,n-Pr acetate
4351,CCCOC(C)=O,-2.028804395714622,XGBoost,CAT-Solv-47,42,n-Pr acetate
4352,CCCOC(C)=O,-1.9610490737125108,XGBoost,CAT-Solv-47,42,n-Pr acetate
4353,CCCOC(C)=O,-1.8889340478525432,XGBoost,CAT-Solv-47,42,n-Pr acetate
4354,CCCOC(C)=O,-1.816416997840676,XGBoost,CAT-Solv-47,42,n-Pr acetate
4355,CCCOC(C)=O,-1.7444998261216629,XGBoost,CAT-Solv-47,42,n-Pr acetate
4356,CCCOC(C)=O,-1.6738177388171531,XGBoost,CAT-Solv-47,42,n-Pr acetate
4357,CCCOC(C)=O,-1.596148874072422,XGBoost,CAT-Solv-47,42,n-Pr acetate
4358,CCCOC(C)=O,-1.5238174057356104,XGBoost,CAT-Solv-47,42,n-Pr acetate
4584,CCCOC(C)=O,-1.8427501463040703,XGBoost,CAT-Solv-47,42,n-Pr acetate
4585,CCCOC(C)=O,-1.790334437191751,XGBoost,CAT-Solv-47,42,n-Pr acetate
4586,CCCOC(C)=O,-1.694838982204138,XGBoost,CAT-Solv-47,42,n-Pr acetate
4587,CCCOC(C)=O,-1.6455758244775176,XGBoost,CAT-Solv-47,42,n-Pr acetate
4588,CCCOC(C)=O,-1.6042884899533891,XGBoost,CAT-Solv-47,42,n-Pr acetate
4589,CCCOC(C)=O,-1.5034431215291786,XGBoost,CAT-Solv-47,42,n-Pr acetate
4590,CCCOC(C)=O,-1.4576562000404725,XGBoost,CAT-Solv-47,42,n-Pr acetate
4591,CCCOC(C)=O,-1.365726752174308,XGBoost,CAT-Solv-47,42,n-Pr acetate
4592,CCCOC(C)=O,-1.3450339313571142,XGBoost,CAT-Solv-47,42,n-Pr acetate
4859,C1CCCCC1,-4.752110671154092,XGBoost,CAT-Solv-47,42,Cyclohexane
4860,C1CCCCC1,-4.6307827464515645,XGBoost,CAT-Solv-47,42,Cyclohexane
4861,C1CCCCC1,-4.5025321768988285,XGBoost,CAT-Solv-47,42,Cyclohexane
4862,C1CCCCC1,-4.389398456124467,XGBoost,CAT-Solv-47,42,Cyclohexane
4863,C1CCCCC1,-4.2731653242978105,XGBoost,CAT-Solv-47,42,Cyclohexane
4864,C1CCCCC1,-4.170237810817301,XGBoost,CAT-Solv-47,42,Cyclohexane
4865,C1CCCCC1,-4.066620498050144,XGBoost,CAT-Solv-47,42,Cyclohexane
4866,C1CCCCC1,-3.965171700771057,XGBoost,CAT-Solv-47,42,Cyclohexane
5241,CCCOC(C)=O,-2.3275676832907446,XGBoost,CAT-Solv-47,42,n-Pr acetate
5242,CCCOC(C)=O,-2.2399152862171396,XGBoost,CAT-Solv-47,42,n-Pr acetate
5243,CCCOC(C)=O,-2.137668479990172,XGBoost,CAT-Solv-47,42,n-Pr acetate
5244,CCCOC(C)=O,-2.041014164351446,XGBoost,CAT-Solv-47,42,n-Pr acetate
5245,CCCOC(C)=O,-1.9589956967396176,XGBoost,CAT-Solv-47,42,n-Pr acetate
5246,CCCOC(C)=O,-1.8787998443088536,XGBoost,CAT-Solv-47,42,n-Pr acetate
5247,CCCOC(C)=O,-1.7987862870234912,XGBoost,CAT-Solv-47,42,n-Pr acetate
5248,CCCOC(C)=O,-1.7268396198268638,XGBoost,CAT-Solv-47,42,n-Pr acetate
5249,CCCOC(C)=O,-1.6343631580580902,XGBoost,CAT-Solv-47,42,n-Pr acetate
5250,CCCOC(C)=O,-1.5652046855935486,XGBoost,CAT-Solv-47,42,n-Pr acetate
5339,CN1CCCC1=O,-0.6198380279272551,XGBoost,CAT-Solv-47,42,NMP
5340,CN1CCCC1=O,-0.6465852976195561,XGBoost,CAT-Solv-47,42,NMP
5341,CN1CCCC1=O,-0.5609893105219065,XGBoost,CAT-Solv-47,42,NMP
5342,CN1CCCC1=O,-0.5878219970620351,XGBoost,CAT-Solv-47,42,NMP
5343,CN1CCCC1=O,-0.5070937354950127,XGBoost,CAT-Solv-47,42,NMP
5344,CN1CCCC1=O,-0.533717806781763,XGBoost,CAT-Solv-47,42,NMP
5345,CN1CCCC1=O,-0.455045539553586,XGBoost,CAT-Solv-47,42,NMP
5346,CN1CCCC1=O,-0.485539711051317,XGBoost,CAT-Solv-47,42,NMP
5347,CN1CCCC1=O,-0.4017638434687761,XGBoost,CAT-Solv-47,42,NMP
5348,CN1CCCC1=O,-0.4355366720266357,XGBoost,CAT-Solv-47,42,NMP
5349,CN1CCCC1=O,-0.3543206225919671,XGBoost,CAT-Solv-47,42,NMP
5350,CN1CCCC1=O,-0.3917399083769903,XGBoost,CAT-Solv-47,42,NMP
5351,CN1CCCC1=O,-0.3031133635225066,XGBoost,CAT-Solv-47,42,NMP
5352,CN1CCCC1=O,-0.349496568101722,XGBoost,CAT-Solv-47,42,NMP
5353,CN1CCCC1=O,-0.2551341683649382,XGBoost,CAT-Solv-47,42,NMP
5354,CN1CCCC1=O,-0.3022002980544259,XGBoost,CAT-Solv-47,42,NMP
5355,CN1CCCC1=O,-0.2096164749058679,XGBoost,CAT-Solv-47,42,NMP
5356,CN1CCCC1=O,-0.2597985825595967,XGBoost,CAT-Solv-47,42,NMP
5394,CS(C)=O,-0.2486205420541219,XGBoost,CAT-Solv-47,42,DMSO
5395,CS(C)=O,-0.1671564924605544,XGBoost,CAT-Solv-47,42,DMSO
5396,CS(C)=O,-0.0951479879361633,XGBoost,CAT-Solv-47,42,DMSO
5397,CS(C)=O,-0.0243481750420589,XGBoost,CAT-Solv-47,42,DMSO
5398,CS(C)=O,0.045149767062975,XGBoost,CAT-Solv-47,42,DMSO
5399,CS(C)=O,0.1152812881881192,XGBoost,CAT-Solv-47,42,DMSO
5400,CS(C)=O,0.1834552011510912,XGBoost,CAT-Solv-47,42,DMSO
5419,C1CCCCC1,-4.741218681766415,XGBoost,CAT-Solv-47,42,Cyclohexane
5420,C1CCCCC1,-4.598980667408453,XGBoost,CAT-Solv-47,42,Cyclohexane
5421,C1CCCCC1,-4.457183704939847,XGBoost,CAT-Solv-47,42,Cyclohexane
5422,C1CCCCC1,-4.322143759901343,XGBoost,CAT-Solv-47,42,Cyclohexane
5423,C1CCCCC1,-4.205654745450386,XGBoost,CAT-Solv-47,42,Cyclohexane
5424,C1CCCCC1,-4.088475363605087,XGBoost,CAT-Solv-47,42,Cyclohexane
5425,C1CCCCC1,-3.9811469706669382,XGBoost,CAT-Solv-47,42,Cyclohexane
5426,C1CCCCC1,-3.875218618276691,XGBoost,CAT-Solv-47,42,Cyclohexane
5427,C1CCCCC1,-3.769912028915901,XGBoost,CAT-Solv-47,42,Cyclohexane
5526,CN1CCCC1=O,-0.0710759656061677,XGBoost,CAT-Solv-47,42,NMP
5527,CN1CCCC1=O,-0.0153372891003428,XGBoost,CAT-Solv-47,42,NMP
5528,CN1CCCC1=O,0.0577180465059894,XGBoost,CAT-Solv-47,42,NMP
5529,CN1CCCC1=O,0.1148931492350624,XGBoost,CAT-Solv-47,42,NMP
5530,CN1CCCC1=O,0.1752356513293701,XGBoost,CAT-Solv-47,42,NMP
5531,CN1CCCC1=O,0.2412173167286938,XGBoost,CAT-Solv-47,42,NMP
5532,CN1CCCC1=O,0.3019754083365789,XGBoost,CAT-Solv-47,42,NMP
5533,CN1CCCC1=O,0.3644465725130212,XGBoost,CAT-Solv-47,42,NMP
5534,CN1CCCC1=O,0.4334899904712367,XGBoost,CAT-Solv-47,42,NMP
5535,CN1CCCC1=O,0.5159630671268826,XGBoost,CAT-Solv-47,42,NMP
5546,OCCO,-1.8351509620623312,XGBoost,CAT-Solv-47,42,Ethylene glycol
5547,OCCO,-1.7641448109572069,XGBoost,CAT-Solv-47,42,Ethylene glycol
5548,OCCO,-1.6859847596696604,XGBoost,CAT-Solv-47,42,Ethylene glycol
5549,OCCO,-1.5948958437049934,XGBoost,CAT-Solv-47,42,Ethylene glycol
5550,OCCO,-1.5128730639300343,XGBoost,CAT-Solv-47,42,Ethylene glycol
5551,OCCO,-1.4294098044585732,XGBoost,CAT-Solv-47,42,Ethylene glycol
5552,OCCO,-1.358932907380472,XGBoost,CAT-Solv-47,42,Ethylene glycol
5553,OCCO,-1.2714873220771592,XGBoost,CAT-Solv-47,42,Ethylene glycol
5554,OCCO,-1.1863574303332471,XGBoost,CAT-Solv-47,42,Ethylene glycol
5555,OCCO,-1.098771903890735,XGBoost,CAT-Solv-47,42,Ethylene glycol
5646,C1CCCCC1,-2.0019873135777053,XGBoost,CAT-Solv-47,42,Cyclohexane
5647,C1CCCCC1,-1.907701497257792,XGBoost,CAT-Solv-47,42,Cyclohexane
5648,C1CCCCC1,-1.8095339030779551,XGBoost,CAT-Solv-47,42,Cyclohexane
5649,C1CCCCC1,-1.7009990783209108,XGBoost,CAT-Solv-47,42,Cyclohexane
5650,C1CCCCC1,-1.5986895746052023,XGBoost,CAT-Solv-47,42,Cyclohexane
5651,C1CCCCC1,-1.4880227993887378,XGBoost,CAT-Solv-47,42,Cyclohexane
5652,C1CCCCC1,-1.3664594819726583,XGBoost,CAT-Solv-47,42,Cyclohexane
5653,C1CCCCC1,-1.2425992929873075,XGBoost,CAT-Solv-47,42,Cyclohexane
5654,C1CCCCC1,-1.1221525777588242,XGBoost,CAT-Solv-47,42,Cyclohexane
5753,CN1CCCC1=O,0.4065904281165814,XGBoost,CAT-Solv-47,42,NMP
5754,CN1CCCC1=O,0.4596852949750339,XGBoost,CAT-Solv-47,42,NMP
5755,CN1CCCC1=O,0.5179431504742629,XGBoost,CAT-Solv-47,42,NMP
5756,CN1CCCC1=O,0.5807697699600349,XGBoost,CAT-Solv-47,42,NMP
5757,CN1CCCC1=O,0.6455209898252222,XGBoost,CAT-Solv-47,42,NMP
5758,CN1CCCC1=O,0.7073007923797275,XGBoost,CAT-Solv-47,42,NMP
5759,CN1CCCC1=O,0.7754573693895916,XGBoost,CAT-Solv-47,42,NMP
5760,CN1CCCC1=O,0.8415868049714785,XGBoost,CAT-Solv-47,42,NMP
5761,CN1CCCC1=O,0.9127931114409622,XGBoost,CAT-Solv-47,42,NMP
5762,CN1CCCC1=O,0.990292898341785,XGBoost,CAT-Solv-47,42,NMP
5773,OCCO,-1.073769753550308,XGBoost,CAT-Solv-47,42,Ethylene glycol
