Temperature_K,LogS
293.15,-1.3689323158634072
297.15,-1.3126897645801403
302.15,-1.2395344586283217
307.15,-1.1669956235440444
311.65,-1.1131348431976065
315.65,-1.0550966209992765
320.15,-0.972741063635038
325.15,-0.8991974723835022
278.05,-1.0703963306291122
281.25,-1.0136190445169726
286.15,-0.9429869411616753
290.15,-0.8894490379687836
293.15,-0.8468944631438364
297.15,-0.7992917536778418
302.15,-0.7252632276223002
307.15,-0.655941339670298
311.65,-0.5947051276325008
315.65,-0.5455963379341551
320.15,-0.4792968404873108
278.05,-1.3043804407962176
281.25,-1.242488804212635
286.15,-1.1621020839163807
290.15,-1.100551465963396
293.15,-1.054466634592966
297.15,-0.9962018694405744
302.15,-0.9203053551741192
307.15,-0.8385736763356502
311.65,-0.7717262718400894
315.65,-0.7244681384764735
320.15,-0.6735388693413844
278.15,-1.6579735512422835
281.25,-1.5862342181332447
282.15,-1.6330999250184344
286.15,-1.543673140444166
286.15,-1.5830575650217742
290.15,-1.5061375385198392
290.15,-1.5087171887851594
293.15,-1.4646739886493974
294.15,-1.4517606707979502
297.15,-1.4231878748120494
298.15,-1.3852363443859588
302.15,-1.341089987677195
302.15,-1.3420334229056283
306.15,-1.2867101758756894
307.15,-1.2807614213196843
310.15,-1.2249813069757938
311.65,-1.2217591341836755
314.15,-1.1846134710941765
315.65,-1.16896304326761
318.15,-1.1308994252781783
320.15,-1.100447899027326
322.15,-1.07819158649185
325.15,-1.0266375904954066
281.25,-2.0042956839128516
286.15,-1.93620787452871
290.15,-1.8923665024632172
293.15,-1.854014930996606
297.15,-1.799021000817865
302.15,-1.730881110810611
307.15,-1.6622179033438724
311.65,-1.6032477316433849
315.65,-1.5389888082861765
320.15,-1.4635285863600065
325.15,-1.3958105098563325
278.05,-0.5762996838293483
281.25,-0.5103701845203951
286.15,-0.4535652946337665
290.15,-0.4051949884372222
293.15,-0.363476592402382
297.15,-0.3202572554823823
302.15,-0.2627329699967291
307.15,-0.2083492440094662
311.65,-0.1500398367889061
315.65,-0.1247507412903789
320.15,-0.0805320282918206
278.05,-0.5857858716091379
278.15,-0.589745273237874
281.25,-0.5286184489619843
282.15,-0.5248045545032857
286.15,-0.4593734343395396
286.15,-0.4649691862097292
290.15,-0.4066113921793749
290.15,-0.4098247806262466
293.15,-0.3659686977680823
294.15,-0.3461829011798324
297.15,-0.2983652364134185
298.15,-0.2864350789067723
302.15,-0.2282800420734775
302.15,-0.2308219186795239
306.15,-0.1751995289749323
307.15,-0.1594635498320076
310.15,-0.1178295498731918
311.65,-0.0878842416493287
314.15,-0.0669252668917164
315.65,-0.0488961130298453
318.15,-0.0127819569069187
320.15,0.0085542667547723
322.15,0.0351263287862625
283.15,-2.8981808939367553
288.15,-2.763897031304257
293.15,-2.5667621398841893
298.15,-2.4078183756977265
303.15,-2.303224613793591
308.15,-2.193877090124794
313.15,-2.1356484144786356
318.15,-2.04248364849467
323.15,-1.9560826584682585
278.15,-1.5350804110764618
283.15,-1.4479339594867224
288.15,-1.3344143940194022
293.15,-1.1603781565172222
298.15,-1.0348927599814095
303.15,-0.9476559457710568
308.15,-0.8378750133541583
313.15,-0.7506879973271272
318.15,-0.655658828221559
323.15,-0.5267922039828787
278.15,-0.904538814416453
283.15,-0.836820385078154
288.15,-0.7807197562665131
293.15,-0.7182388002919592
298.15,-0.6463120628748431
303.15,-0.5858129773653817
308.15,-0.5246430279316133
313.15,-0.4538681798519339
318.15,-0.3843430461698418
323.15,-0.2982474339723233
278.15,-0.781382080764024
283.15,-0.7125810805123435
288.15,-0.6507195738599236
293.15,-0.5970734620488427
298.15,-0.5119840023669793
303.15,-0.4440961898373678
308.15,-0.3784942463358621
313.15,-0.3059923917289442
318.15,-0.2381737564844844
323.15,-0.1593379298125012
278.15,-1.7658763826071446
283.15,-1.6442527325395004
288.15,-1.548658186399606
293.15,-1.4590399578333313
298.15,-1.35747496872389
303.15,-1.2555456155067135
308.15,-1.1640687067418098
313.15,-1.066251146443112
318.15,-0.9799705197629532
323.15,-0.9402049521910056
283.15,-1.294438853461903
288.15,-1.2298487091931831
293.15,-1.1645265372098388
298.15,-1.1000437857995609
303.15,-1.0364448362253582
308.15,-0.9738986805098058
313.15,-0.9131730477687858
318.15,-0.8548903487351662
323.15,-0.7962969578153665
283.15,-0.813383967292646
288.15,-0.7270266559680701
293.15,-0.6429584354584109
298.15,-0.566464870885974
303.15,-0.4887085644421766
308.15,-0.4146371593955121
313.15,-0.3419263226330431
318.15,-0.2718053371042529
323.15,-0.2039432073935012
283.15,-1.2795614620796931
288.15,-1.162638616175416
293.15,-1.047917183230577
298.15,-0.9299783660093078
303.15,-0.8144782041001349
308.15,-0.7018567421447565
313.15,-0.5942054943339307
318.15,-0.4916608670939102
323.15,-0.3921887704028179
283.15,-1.6878506889149592
288.15,-1.5815303821730793
293.15,-1.46755033465162
298.15,-1.3688538259364855
303.15,-1.2706976403546737
308.15,-1.1733793368883332
313.15,-1.079001139564464
318.15,-0.9844108844331216
323.15,-0.8897021168417923
283.15,-0.9619386526743752
288.15,-0.8875237251549014
293.15,-0.8191482701382892
298.15,-0.7466650143970439
303.15,-0.6754690038652723
308.15,-0.6066424488982862
313.15,-0.5407252378315208
318.15,-0.4733393802051051
323.15,-0.4073943353496031
283.15,-1.3592555335823162
288.15,-1.290139196221338
293.15,-1.2197032061452948
298.15,-1.1533814116601375
303.15,-1.0874197142469388
308.15,-1.0220065349188363
313.15,-0.9568570214672484
318.15,-0.8949607771882929
323.15,-0.8346104502615873
283.15,-1.292518623481587
288.15,-1.2059986101965026
293.15,-1.1232241258097253
298.15,-1.0417946987159798
303.15,-0.9623284940931764
308.15,-0.8853271919600533
313.15,-0.8093266155768862
318.15,-0.7326663189703644
323.15,-0.6598744778151205
283.15,-0.8138669852677877
288.15,-0.7737723427811314
293.15,-0.7273696726089761
298.15,-0.6971475869036374
303.15,-0.6628762735566622
308.15,-0.6314849094072448
313.15,-0.599000162692694
318.15,-0.5724773251564911
323.15,-0.5461700210910823
283.15,-1.2633281617838654
288.15,-1.1745763857535152
293.15,-1.0891089202125488
298.15,-1.0046123501972
303.15,-0.9220402194292342
308.15,-0.8401970514218726
313.15,-0.7626450132048774
318.15,-0.6829654733840055
323.15,-0.6070215716566818
283.15,-0.940523339514328
288.15,-0.8622178140416398
293.15,-0.7884423562835867
298.15,-0.7163061058922665
303.15,-0.6463482081107687
308.15,-0.5772092567794868
313.15,-0.5156337827720014
318.15,-0.4529921069367973
323.15,-0.3907667932855063
283.15,-3.4213409044273457
288.15,-3.370095627948332
293.15,-3.305557013018474
298.15,-3.231606859818088
303.15,-3.1676171150841763
308.15,-3.1059402633712505
313.15,-3.0495042395042415
318.15,-2.98805723063912
323.15,-2.926396607441276
273.15,0.0029723465531261
278.15,0.0887309431591115
283.15,0.1696140209835157
288.15,0.2479184635949071
293.15,0.3299981298635773
298.15,0.4080351982904466
303.15,0.4827199522406906
308.15,0.5399178407020352
313.15,0.6317385137871517
318.15,0.7063800028988718
323.15,0.7699252033167603
273.15,-0.7692396860024853
278.15,-0.7272659709603244
283.15,-0.6831124629344292
288.15,-0.638202136347801
293.15,-0.5934612726050288
298.15,-0.5638949865046117
303.15,-0.5124052879917294
308.15,-0.4702476058873143
313.15,-0.4307702916288114
318.15,-0.3920727706854068
323.15,-0.3456705849081895
273.15,-1.2065138031094715
278.15,-1.0979750235046126
278.15,-1.1377067932653857
283.15,-1.032397457509377
283.15,-1.0746945339364795
288.15,-0.9729770400020632
288.15,-1.014144835687267
293.15,-0.9144729589952928
293.15,-0.9500130969984206
298.15,-0.8558066294580842
298.15,-0.8844296271070382
303.15,-0.8018283041335681
303.15,-0.8227238756058392
308.15,-0.748095018481862
308.15,-0.7644617621265042
313.15,-0.69401250650132
313.15,-0.6991386419601946
318.15,-0.6376670648824989
318.15,-0.6469532503315599
323.15,-0.5691129308285062
323.15,-0.5993910923218808
273.15,-1.3274410956687386
278.15,-1.2423651970698992
283.15,-1.166017215680233
288.15,-1.085977943174347
293.15,-1.0015540903047164
298.15,-0.9215273027440578
303.15,-0.8598730399694356
308.15,-0.7910940753875978
313.15,-0.7294229684296502
318.15,-0.6666474428561
323.15,-0.6080983366213015
273.15,-1.20787829844929
278.15,-1.15395672730638
278.15,-1.162792856560261
283.15,-1.0996385440864436
283.15,-1.10421750763765
288.15,-1.0382966154138162
288.15,-1.05127816351221
293.15,-0.9766753663677676
293.15,-0.9937734489292626
298.15,-0.9171775227097396
298.15,-0.9351898398917918
303.15,-0.8616325421174246
303.15,-0.8853035901959907
308.15,-0.8082136980588785
308.15,-0.8262730109375287
313.15,-0.7549472331612417
313.15,-0.7837830780557968
318.15,-0.7028506749141011
318.15,-0.72641790914304
323.15,-0.6543221011645072
323.15,-0.678894469387491
273.15,-0.6940274941101353
278.15,-0.6298424981052336
283.15,-0.5774570924558184
288.15,-0.5109287703441688
293.15,-0.4466810227981788
298.15,-0.3932982700011832
303.15,-0.3438638825440747
308.15,-0.3006487321186484
313.15,-0.2469071690329424
318.15,-0.2084382985894263
323.15,-0.1681717269666464
273.15,-1.5253461063911316
278.15,-1.4378367410170865
283.15,-1.3643415510781882
288.15,-1.2958293600021566
293.15,-1.2292428367492632
298.15,-1.151611094506973
303.15,-1.0749356821267488
308.15,-0.9976855326694836
313.15,-0.9306840466450804
318.15,-0.8624607148330025
323.15,-0.7911238848348688
273.15,0.0353351846130868
278.15,0.0544375108368163
278.15,0.0572881052539495
283.15,0.0715399535501788
283.15,0.0801887639742933
288.15,0.0918030173875444
288.15,0.1012804257770945
293.15,0.1020869332446929
293.15,0.1242663032626865
298.15,0.1399134482677184
298.15,0.1451184162763586
303.15,0.1418307575493765
303.15,0.1659842425826139
308.15,0.1571578608153266
308.15,0.1860367825291605
313.15,0.1736750309513687
313.15,0.20423980191009
318.15,0.1896259993045252
318.15,0.2221965769200313
323.15,0.2135461393699248
323.15,0.2402190575240757
273.15,-0.8658647947529098
278.15,-0.8098379202543876
283.15,-0.7571593716686708
288.15,-0.7051243263197673
293.15,-0.6616574722472572
298.15,-0.6152981600774077
303.15,-0.5718583471283102
308.15,-0.538643427091911
313.15,-0.5028401005431006
318.15,-0.4704887873117112
323.15,-0.4367719413194719
273.15,-3.1127884146457188
278.15,-3.040796324952875
278.15,-3.0862603855996618
283.15,-2.972455007112667
283.15,-3.00072559797676
288.15,-2.9057675608476554
288.15,-2.9243862697976515
293.15,-2.841427710399919
293.15,-2.847822097998232
298.15,-2.7648422390631464
298.15,-2.765542171456871
303.15,-2.690720638921113
303.15,-2.6952188518841886
308.15,-2.625151844396524
308.15,-2.6298273868217104
313.15,-2.5574364590566807
313.15,-2.5679234731689204
318.15,-2.492503014444236
318.15,-2.5101462349535497
323.15,-2.4295365445699715
323.15,-2.456692641679328
288.5,-1.7737327806189114
293.5,-1.6985121577457176
298.4,-1.585845997531533
303.3,-1.526843318517215
308.3,-1.4187788925735791
313.2,-1.2950143937939218
288.5,-2.0749585238591877
293.5,-1.9744500116512864
298.4,-1.8883764969747376
303.3,-1.784223744085677
308.3,-1.6728250695751403
313.2,-1.5744699182011357
288.5,-0.926788696780072
293.5,-0.8174035816450691
298.4,-0.7587748649341796
303.3,-0.6785780388137133
308.3,-0.5849778240591367
313.2,-0.4825831563520116
288.5,-1.5224088717390472
293.5,-1.4149645054097186
298.4,-1.34711692580492
303.3,-1.26555181675797
308.3,-1.1820606995643803
313.2,-1.0611686089090984
323.15,-4.4194817375545785
338.15,-4.054621214048326
353.15,-3.897918237862414
368.15,-3.725898230841492
383.15,-3.5086991412723223
323.15,-4.491357110318077
338.15,-4.098616327687801
353.15,-3.869812147489723
368.15,-3.6233155884396377
383.15,-3.4164327079751144
323.15,-4.0716700099852705
338.15,-3.704167024774693
353.15,-3.4712878460737753
368.15,-3.350992354529465
383.15,-3.300747538627786
323.15,-5.146916330689207
338.15,-4.733964677008052
353.15,-4.522986807674503
368.15,-4.45296463453602
298.15,-4.489019458114034
298.15,-4.498762457810566
298.15,-4.541749745381413
268.15,0.1541931100536367
273.15,0.1844953223887684
278.15,0.2077950706467657
283.15,0.2389162894345152
288.15,0.2973883241856877
293.15,0.3371888722384906
298.15,0.3957802855437604
303.15,0.4381967989432255
308.15,0.4772545567802576
313.15,0.5371340974036918
268.15,-0.5119093765793665
273.15,-0.4656454338700496
278.15,-0.4200932469417138
283.15,-0.4077881694798938
288.15,-0.3517297808005888
293.15,-0.3043551885794303
298.15,-0.2433070476377109
303.15,-0.1949256536366802
308.15,-0.1349720745961712
313.15,-0.0698852801745662
268.15,-1.8507514296148904
273.15,-1.8019004061883972
278.15,-1.7584571406658445
283.15,-1.6471153375770629
288.15,-1.5872281411760316
293.15,-1.486449602073045
298.15,-1.4249221186860792
303.15,-1.3717862581690192
308.15,-1.294897162186837
313.15,-1.2178289535888391
283.15,-2.6023853827095453
288.15,-2.3038588528280193
293.15,-2.3064207789253905
298.15,-2.132863208321861
303.15,-2.010484652379781
308.15,-1.9161616986952936
313.15,-1.7726045388781424
318.15,-1.7172659189304456
268.15,-0.2584122548722302
273.15,-0.2045408742730013
278.15,-0.1612344098413881
283.15,-0.0945008607900271
288.15,-0.045122105141552
293.15,0.0144214754889627
298.15,0.0542341460520938
303.15,0.1316061358183133
308.15,0.1961921964518322
313.15,0.2141146038622244
278.15,0.2621207121552964
283.15,0.3741163021345898
288.15,0.4801240516645979
293.15,0.5855294613370328
298.15,0.7122101553225691
303.15,0.8189702218390037
278.15,0.6644314557774891
283.15,0.727414429248706
288.15,0.8178477299107876
293.15,0.8921318586599765
298.15,0.9868531300846948
303.15,1.0920591345928352
278.15,0.6366186766659702
283.15,0.7135511821426893
288.15,0.7720758941003931
293.15,0.8492174403441888
298.15,0.9283237278197696
303.15,1.0050566166762005
278.15,0.4579491413184561
283.15,0.5279000393242013
288.15,0.604892486367939
293.15,0.6767490756539527
298.15,0.7597847516466433
303.15,0.8166574772761094
288.15,0.6861907172415823
293.15,0.7629810727409708
298.15,0.8405617176490567
303.15,0.9330694170859836
308.15,1.0036906356718045
278.15,0.6987415070802048
283.15,0.7670265454506431
288.15,0.8429411630973829
293.15,0.9046144237070068
298.15,1.0005598747082909
303.15,1.0592392823684318
278.15,1.0117918609523338
283.15,1.06743161514363
288.15,1.1154954616112869
293.15,1.1979819270639034
298.15,1.2472175668567034
303.15,1.3008429275018407
278.15,0.6906069723218915
283.15,0.7756970620086049
288.15,0.8506490709840309
293.15,0.9424826509252148
298.15,1.016310184734463
303.15,1.0842305687918976
285.15,-0.916482742124954
289.15,-0.8415171608182003
293.15,-0.7244639741078844
298.15,-0.6681460396607652
303.15,-0.5475731222293518
308.15,-0.4856033639676464
312.65,-0.4322974853579751
318.15,-0.3294729697596609
323.15,-0.2396773090675615
285.15,-0.162501645079825
289.15,-0.1173249221378461
293.15,-0.0514863689372063
298.15,0.0079030262885837
303.15,0.1071574505663541
308.15,0.1543864780635254
312.65,0.2368302401835316
318.15,0.3274372199431999
323.15,0.3824549651641701
285.15,-0.2792987335647196
289.15,-0.2145194744897218
293.15,-0.1357284281425779
298.15,-0.0711453719881719
303.15,-0.0228911149746501
308.15,0.0201746473138112
312.65,0.0802202780947395
318.15,0.1325127365141974
323.15,0.1634896378560691
285.15,-0.1391802714526474
289.15,-0.0588624714714895
293.15,0.0028016393117436
298.15,0.0688557989867428
303.15,0.116902559219045
308.15,0.1695751042825848
312.65,0.2249536338535301
318.15,0.2881524228564193
323.15,0.3475967947807565
283.15,-0.5566451626383193
288.15,-0.407736391909182
293.15,-0.2661939873181692
298.15,-0.1373833761533489
303.15,-0.017417599055183
308.15,0.0884020060517103
313.15,0.1324777065905298
318.15,0.285777790191924
323.15,0.3611343423273182
285.15,-0.5488573574110437
289.15,-0.4777873925228025
293.15,-0.4214442913263125
298.15,-0.3180301830762584
303.15,-0.2381357108998089
308.15,-0.1744170064992201
312.65,-0.1169350252071009
318.15,-0.0313203211934864
323.15,0.046718619581783
285.15,-0.0974673366526018
289.15,-0.0539761019280637
293.15,0.016625073489024
298.15,0.0689173892295433
303.15,0.1361618412611081
308.15,0.2068175949275651
312.65,0.2771439231779866
318.15,0.3593655848313014
323.15,0.4424700939223925
285.15,-0.4479336523039398
289.15,-0.4110241755013046
293.15,-0.3430613599500514
298.15,-0.2909621876482045
303.15,-0.2098491169143943
308.15,-0.154858035273459
312.65,-0.0768528165284537
318.15,-0.0048679003327968
323.15,0.045459490486599
285.15,-0.0733610145835702
289.15,0.0048234019726637
293.15,0.0730917983402318
298.15,0.1569838060074346
303.15,0.2239948999635418
308.15,0.2930695724072988
312.65,0.3389277849525272
318.15,0.3920224867214294
323.15,0.4504424755978758
278.3,-1.2036125892245455
283.07,-1.1036961856787568
288.33,-0.9914303722327552
293.2,-0.8939865571746385
298.07,-0.8026372040844708
303.3,-0.699127414239672
308.05,-0.6068347205177537
312.95,-0.5103881779251287
318.4,-0.4020048542262278
323.25,-0.3114671607689237
278.25,-0.9469634951603116
283.05,-0.8650991635585792
288.05,-0.7639420389462134
293.25,-0.6751947438429181
298.25,-0.5791063023157165
303.15,-0.4906488153473583
308.1,-0.4101381330406561
313.2,-0.3204975621052204
318.05,-0.2284458363135898
323.05,-0.1396651079979366
278.1,-1.092026108538786
283.53,-0.9966198585880746
288.25,-0.9097722111461092
293.25,-0.8121784660730709
298.2,-0.7306217252464542
303.2,-0.6420287833204675
308.2,-0.5481197715351666
313.05,-0.4726075661058978
318.25,-0.3785937818069752
323.15,-0.2971406716353025
278.47,0.0458617958829749
283.33,0.1200669400003122
288.1,0.1937833855118627
293.15,0.2756449771759081
298.23,0.3513369355076271
303.15,0.4289780609767183
307.95,0.5029502050651007
312.95,0.5931202530473577
318.3,0.6845473068733398
323.2,0.7800993024491195
288.15,-0.4201464436990498
293.15,-0.3726071965731558
298.15,-0.3228545600971849
303.15,-0.2897984150404709
308.15,-0.2344331067637043
313.15,-0.2012492407019384
318.15,-0.1533779560222317
323.15,-0.1162333805411725
278.15,-1.3199371158548403
283.15,-1.237782798594111
288.15,-1.177202321963755
293.15,-1.103488668339366
298.15,-1.031333788697994
303.15,-0.96422570363114
308.15,-0.8963523933217639
313.15,-0.8356520490379061
318.15,-0.7617370326170242
323.15,-0.7016843900555433
278.15,0.1445475534868774
283.15,0.1793566706815004
288.15,0.2107729683443196
293.15,0.2425426388535654
298.15,0.2752360273290017
303.15,0.3070238830291986
308.15,0.3389513746278883
313.15,0.3638936846160129
318.15,0.3987619754038765
323.15,0.4259038499367812
278.15,-1.0915317328830392
283.15,-1.0408275659686042
288.15,-0.9869752544001672
293.15,-0.936666348520656
298.15,-0.8838784765338867
303.15,-0.843150431060352
308.15,-0.8127543198730536
313.15,-0.7675661630765545
318.15,-0.7287669539670703
323.15,-0.6801573614367555
278.15,-1.089985298239909
283.15,-1.0391548923899396
288.15,-0.996735394923265
293.15,-0.9545091169908592
298.15,-0.9124109907809316
303.15,-0.8554282590778214
308.15,-0.8105375648405041
313.15,-0.7624592410550374
318.15,-0.7158126111756266
323.15,-0.6720825047630428
278.15,-0.6403242874057745
283.15,-0.6011331618666284
288.15,-0.5602544851989077
293.15,-0.5158783745289909
298.15,-0.4742395260713348
303.15,-0.4328925660003276
308.15,-0.391718483479573
313.15,-0.3494185760802943
318.15,-0.3069543761168428
323.15,-0.266177382292518
278.15,-0.9823947416202384
283.15,-0.925748117759842
288.15,-0.8764940787520146
293.15,-0.834844267482093
298.15,-0.7953333400964656
303.15,-0.7428222185147113
308.15,-0.7002300351514616
313.15,-0.6560782516153478
318.15,-0.6110993453589644
323.15,-0.5593997558643194
278.15,-0.9465241873569872
283.15,-0.8922901354882344
288.15,-0.8545058416531066
293.15,-0.8093741463529338
298.15,-0.7665851277394433
303.15,-0.7242641060138514
308.15,-0.6794120477097328
313.15,-0.6335341333219154
318.15,-0.585870036804785
323.15,-0.5433888060625882
278.15,-0.9771230544229657
283.15,-0.9143251038717056
288.15,-0.8589746678333748
293.15,-0.806701447485075
298.15,-0.7493676380802513
303.15,-0.7026287763935805
308.15,-0.6594204042968792
313.15,-0.6062689231282098
318.15,-0.5616239397656924
323.15,-0.5180452047549072
278.15,0.207426433772807
283.15,0.2335762249068018
288.15,0.2571431570892227
293.15,0.2819234147584372
298.15,0.3098160284791434
303.15,0.3350080842921386
308.15,0.3630689824370534
313.15,0.3876941132199979
318.15,0.4106720540296701
323.15,0.4356365087299089
278.15,0.4702359681805794
283.15,0.4784826460560164
288.15,0.4957093025174495
293.15,0.5143285857073514
298.15,0.5288433528677553
303.15,0.5403879681960287
308.15,0.5500014117447193
313.15,0.5667410749307179
318.15,0.582564903950069
323.15,0.5983867455472762
278.15,-0.9703730326655206
283.15,-0.9254036851807568
288.15,-0.8838894723637907
293.15,-0.8213997961082306
298.15,-0.7763714999378494
303.15,-0.7224536030693912
308.15,-0.6701250220375439
313.15,-0.6200547219873918
318.15,-0.5737187276431481
323.15,-0.528431353959312
303.2,-4.526127810868863
313.2,-4.41161188304271
323.2,-4.295435584578983
333.2,-4.182370442013413
303.2,-2.9016920017949976
313.2,-2.866249775841952
323.2,-2.820989505819416
333.2,-2.771215760932661
343.2,-2.68927346586487
283.15,-1.0553589685689122
288.15,-0.9826711478646676
293.15,-0.9085339102422996
298.15,-0.8334708301268587
303.15,-0.7611075334206658
308.15,-0.692894569445799
313.15,-0.6266378943772193
318.15,-0.5611734894907403
278.15,-2.954217835564829
283.15,-2.889074015202495
